id,code,name,phase,description,recommend,status,duration,cost,est_duration_min,est_duration_max,est_cost_min,est_cost_max,category,predecessor,ptype,task_landing _page,task_tips,manual_ind,task_type,created_date,updated_date
62,ST008,חפירה ליסודות,10_build_skeleton,חפירת היסודות,0,,,,3,10,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
63,ST009,יציקת יסודות,10_build_skeleton,"יש לוודא כי במהלך היציקה מפקח הבניה או הקונסטרוקטור נמצא. 
  יש לקחת דגימות בטון בעת יציקת היסודות כדי להבטיח שחוזק הבטון נכון.
 חשוב לוודא כי בוצעה הערכת יסוד - הארקת הבית דרך היסוד והכלונסאות. ההארקה מורידה את החשמל לאדמה דרך הברזלים במקרה קצר .",0,,,,1,3,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
64,ST010,הכנות עבור יציקות רצפת קומת קרקע - בינוי,10_build_skeleton,יש להכין את השטח לקראת יציקת קומת הקרקע. במרבית המקרים יש להכין גם את תשתיות החשמל שיעברו ברצפה בטרם היציקה.,0,,,,7,15,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
65,ST011,הכנות עבור יציקות רצפת קומת קרקע - חשמל,10_build_skeleton,"במרבית המקרים יש להכין גם את תשתיות החשמל שיעברו ברצפה בטרם היציקה. ניתן גם להעביר את התשתיות לאחר היציקה, מעליה ומתחת לריצוף, ואז תבוצע רק לאחר היציקה..",0,,,,3,5,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
66,ST012,יציקת רצפת קומת קרקע,10_build_skeleton,"יש לוודא כי במהלך היציקה הקונסטרוקטור נמצא , מוודא ומאשר את היציקה. כמו כן יש לוודא כי בוצעה הארקת יסוד. יש לקחת דגימות בטון בעת יציקת היסודות כדי להבטיח שחוזק הבטון נכון.",0,,,,1,3,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
67,ST013,איטום רצפת קומת קרקע,10_build_skeleton,0,יש לוודא כי עבודות האיטום נעשות על ידי קבלן איטום מורשה,,,,2,4,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
68,ST014,יציקת עמודים קומת קרקע,10_build_skeleton,רצוי לקחת דגימת בטון בעת יציקת העמודים,0,,,,5,8,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
69,ST015,קניית סט ממ״ד,15_shelter,"קניית סט הכולל את הדלת, משקוף והפתחים של הממ״ד",0,,,,1,2,0,0,main_constructor,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
70,ST016,"יציקת קירות ממ""ד",10_build_skeleton,"לפני היציקה יש לבצע פתחים ושרוולים על פי התוכנית שאושרה על ידי פיקוד העורף. מסגרות הממ""ד משולבת ביציקה. יש לוודא כי המסגרות שהוזמנה הינה מספק המאושר על ידי פיקוד העורף. חובה לקחת דגימה מבטון הממ""ד ולוודא כי יצוין כי זאת יציקת הממ""ד",0,,,,5,10,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
71,ST017,הכנות ליציקת תקרת קומת קרקע,10_build_skeleton,"תפסנות התקרה. יש לוודא כי התיקרה בגובה הנכון, לוודא הכנות חשמל",0,,,,2,7,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
72,ST018,בניית תקרה קומת קרקע,10_build_skeleton,קונסטרוקטור צריך לאשר את היציקה. דגימת בטון צריכה להלקח.,0,,,,2,3,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
73,ST019,בניית מדרגות,10_build_skeleton,"מדרגות יכולות להיות מבוצעות מחומרים שונים - האם המדרגות יצוקות, הן יבוצעו בשלב זה, אם המדרגות הן מדרגות מסגרות או נגרות הביצוע יעשה בשלב מאוחר יותר.",0,,,,3,8,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
74,ST020,יציקת עמודים קומה א',10_build_skeleton,0,0,,,,5,8,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
75,ST021,יציקת גג בטון,10_build_skeleton,וביצוע ההכנות ליציקת הגג ויציקתו. בעת היציקה נוכחות ואישור קונסטרוקטור נדרשת. יש לקחת דגימת בטון.,0,,,,7,14,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
76,ST022,בניית קירות חוץ כולל חגורות,10_build_skeleton,0,0,,,,7,21,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
77,ST023,לקיחת מידות חלונות - אלומיניום,10_build_skeleton,ספק האלומניום יבוא ויקח מידות מדוייקות של המפתחים,"לרוב בין לקיחת המידות להתקנת המשקופים העיוורים ידרשו שבועיים-שלושה, ולכן יש להקדים ולקחת מידות",,,,1,2,0,0,plumbing,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
78,ST024,התקנת משקופים עיוורים לאלומיניום,10_build_skeleton,0,0,,,,2,4,0,0,plumbing,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
79,ST025,בניית מחיצות פנים כולל יציקת חגורות,10_build_skeleton,"מחיצות הפנים יכולות להבנות מבלוקים או מגבס. 
 בלוקים (מבטון או בלוק איטונג) תורם ליציבות הקירות ולמאסיביות שלהם, מאפשר לתלות דברים כבדים ומקנה עמידות למים. החסרונות הם חובת טיוח, בניה איטית, כמויות גדולות של פסולת, אי דיוק של הקירות – מפגשי קירות ותקרה לא תמיד בקווים ישרים, וקשיים בביצוע שינויים עתידיים בבית.
 
 קירות הגבס נבנים על גבי הריצוף ולכן מאפשרים גמישות רבה יותר בשינויים או בתיקונים בעתיד. לוחות הגבס הם זולים יותר ומהירים להתקנה.","קיימים מספר סוגים של פלטות גבס, השונים בייעוד ובאיכות. התייעצו בנושא וביחרו את הסוג המתאים לכם. כמו כן, יש מספר שיטות וחומרים לבידוד, החליטו לאיזו רמת בידוד תרצו להגיע, ובחרו פתרון מתאים",,,,5,15,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
80,ST026,בניית מחיצות פנים כולל יציקת חגורות,10_build_skeleton,"מחיצות הפנים יכולות להבנות מבלוקים או מגבס. 
 בלוקים (מבטון או בלוק איטונג) תורם ליציבות הקירות ולמאסיביות שלהם, מאפשר לתלות דברים כבדים ומקנה עמידות למים. החסרונות הם חובת טיוח, בניה איטית, כמויות גדולות של פסולת, אי דיוק של הקירות – מפגשי קירות ותקרה לא תמיד בקווים ישרים, וקשיים בביצוע שינויים עתידיים בבית.
 
 קירות הגבס נבנים על גבי הריצוף ולכן מאפשרים גמישות רבה יותר בשינויים או בתיקונים בעתיד. לוחות הגבס הם זולים יותר ומהירים להתקנה.","קיימים מספר סוגים של פלטות גבס, השונים בייעוד ובאיכות. התייעצו בנושא וביחרו את הסוג המתאים לכם. כמו כן, יש מספר שיטות וחומרים לבידוד, החליטו לאיזו רמת בידוד תרצו להגיע, ובחרו פתרון מתאים
 
 בבתים משותפים, חשוב לבדוק את טיב הבידוד בין הקומות, יש לוודא שנעשתה פעולת בידוד בידוד אקוסטי, על פי הגדרות התקן.",,,,5,10,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe",,{:|כל הפרטים החשובים על בלוקים| => |https://www.studiodaniel.co.il/blank/2015/11/11/%D7%91%D7%9C%D7%95%D7%A7%D7%99%D7%9D-%D7%9C%D7%91%D7%A0%D7%99%D7%94-%D7%9B%D7%9C-%D7%94%D7%A4%D7%A8%D7%98%D7%99%D7%9D-%D7%94%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D| },,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
81,ST027,התקנת משקופים עיוורים לדלתות,10_build_skeleton,0,0,,,,1,2,0,0,doors,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
82,ST028,בניית גמלונים כולל חגורות,10_build_skeleton,0,0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
83,ST029,בניית גג רעפים,10_build_skeleton,"באם ישנו גג רעפים, לאחר יציקת גג הבטון בונים את קונסטרוקציית גג הרעפים ומניחים את הרעפים.",0,,,,7,14,0,0,roofing,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
84,ST030,הכנות גז,10_build_skeleton,"יש לבצע הכנות גז לכל המכשירים המוזנים בגז, ע״פ תכנית נקודות גז",0,,,,1,2,1000,5000,gaz,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
85,BU001,בחירת והזמנת חלונות - אלומיניום,11_buy_gmar,בהתאם לסוג החלונות שנבחר (אלומיניום/ /ברזל / עץ) יש להוציא מפרט חלונות ולבחור בעל מקצוע בהתאם למוניטין והמחיר,רצוי לבקש מהאדריכל מפרט חלונות לפי התכנית,,,,1,1,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
86,BU002,בחירה ורכישת חיפויים,11_buy_gmar,בחירת ריצופים לחלקי הבית השונים בהתאם לתכניות והחומרים שנבחרו,0,,,,2,14,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
87,BU003,בחירה ורכישת חיפויים,11_buy_gmar,"בדיקת הריצופים אשר הוגדרו במפרט ע״י החברה המשכנת, בחברות שהוגדרו, ושינויי הריצוף בהתאם להעדפות",0,,,,0,0,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe,",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
88,BU004,בחירה ורכישת ריצוף,11_buy_gmar,בחירת חיפויים לחלקי הבית השונים בהתאם לתכניות והחומרים שנבחרו,0,,,,2,14,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
89,BU005,בחירה ורכישת ריצוף,11_buy_gmar,"בדיקת הריצופים אשר הוגדרו במפרט ע״י החברה המשכנת, בחברות שהוגדרו, ושינויי הריצוף בהתאם להעדפות",0,,,,2,14,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe,",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
90,BU006,בחירה ורכישת כלים סניטריים,11_buy_gmar,בחירת כלים סניטריים לחלקי הבית השונים בהתאם לתכניות,0,,,,2,14,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
91,BU007,בחירה ורכישת כלים סניטריים,11_buy_gmar,"בדיקת הכלים הסניטריים כפי שהוגדרו במפרט ע״י החברה המשכנת, בחברות שהוגדרו, והחלפה שלהם בהתאם להעדפות",0,,,,2,14,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe,",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
92,BU008,בחירה ורכישת דלתות פנים וחוץ,11_buy_gmar,"בהתאם לתכנית יש להכין מפרט דלתות, הכוללת את מספר הדלתות, גודל הפתחים, כיווני הפתיחה ועוד, לאחר שיש רשימה מסודרת ניתן לפנות לחברת דלתות, או נגר בניין, לבחור את עיצוב הדלת ולקבל הצעת מחיר",0,,,,1,5,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
93,BU009,בחירה ורכישת מזגנים,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
94,BU010,בחירה ורכישת מטבח,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
95,BU011,בחירה ורכישת מטבח,11_buy_gmar,"בדיקת מפרט המטבח כפי שהוגדר במפרט ע״י החברה המשכנת, בחברות שהוגדרו, ושינוי והחלפה שלהם בהתאם להעדפות",0,,,,0,0,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe,",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
96,BU012,בחירה ורכישת ארונות אמבטיה,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
97,BU013,בחירה ורכישת פרטי נגרות,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
98,BU014,בחירת צבעים,11_buy_gmar,בחירת גוונים וטקסטורות לקירות הפנים והחוץ. ניתן להעזר בבחירה באדריכל או במעצב הפנים. ,0,,,,1,10,0,0,paint,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
99,BU015,בחירת צבעים,11_buy_gmar,בחירת גוונים וטקסטורות לקירות. ניתן להעזר במעצב הפנים בבחירה. ,0,,,,1,10,0,0,paint,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
100,BU016,קניית גופי תאורה,11_buy_gmar,בחירת תאורה לחלקי הבית השונים בהתאם לתכניות התאורה,0,,,,0,0,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
101,BU017,בחירה ורכישת פרטי נגרות,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
102,BU018,בחירה ורכישה של מעקות,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
103,BU019,בחירת מערכת אזעקה וקבלן אזעקות,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
104,BU020,בחירה ורכישת פרגולה,11_buy_gmar,0,0,,,,0,0,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
105,PL001,איטום חדרים רטובים,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
106,PL002,איטום מרפסות,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
107,PL003,ביצוע צנרת אינסטלציה,12_build_gmar,לאחר הכנת צנרת האינסטלציה יש להזמין בדיקת מכון תקנים של הצנרת.,0,,,,0,0,0,0,plumbing,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
108,PL004,ביצוע צנרת חשמל ותקשורת,12_build_gmar,0,"יש לוודא כי כל המערכות נלקחות בחשבון בעת הכנות החשמל - תאורת פנים וחוץ, נקודות חשמל, תריסים חשמליים, אזעקה ועוד",,,,0,0,0,0,electricity,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
109,PL005,הכנת מיזוג אויר,12_build_gmar,0,0,,,,0,0,0,0,ac,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
110,PL006,הכנת צנרת גז,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
111,PL007,הדבקת פינות טיח,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
112,PL008,לקיחת מידות לאדני (ספי) חלונות,12_build_gmar,0,0,,,,1,1,0,0,threshold,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
113,PL009,הרכבת אדני (ספי) חלונות,12_build_gmar,0,0,,,,1,3,0,0,threshold,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
114,PL010,טיח פנים,12_build_gmar,0,מומלץ לפני ביצוע טיח פנים לעבור על הכנות החשמל ולוודא כי הכל נעשה על פי התוכניות וכי אין בקשות לשינוי. אם יש קשות לשינויים והוספות מומלץ לבצע לפני ביצוע טיח פנים,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
115,PL011,"טיח ממ""דים",12_build_gmar,"יש לקחת גדימות טיח ממ""דים",0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
